ID,Site,Sub-layer,Raw.material,Termal.alteration,Cortex,Cortex.position.core,Class,Core.blank,Laminar_y.n,Carinated_y.n,Core.type,Core.classification,Core.classification.2,Core.classification.3,Blank.production,Length,Width,Thickness,Flaking.surface.length,Flaking.surface.width,Second.flaking.surface.length,Second.flaking.surface.width,Last.removal.blank,Last.removal.length,Last.removal.width,Platform.number,Striking.platform,Second.striking.platform,Flaking.direction,Reduction.pattern,Surfaces.number,Ratio_fsl_thickness,Ratio_l_t,Ratio_fsl_width,Ratio_l_w,Ratio_w_t,Volume,Area,Scanner,model.3D
Ca_30,Cala,AU12,Radiolarite,TRUE,33-66%,Back;Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,18.29999924,23.4,25.8,16.39999962,22.70000076,NA,NA,Bladelet,11.8,3.3,1,Reshaped,NA,Unidirectional,Convergent,1,0.6356589,0.709302296,0.700854685,0.782051249,0.906976744,3467.727051,1469.45143,Artec.Spider,yes
Ca_31,Cala,AU12,Radiolarite,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,17.60000038,34.5,26.60000038,15.39999962,29,NA,NA,Flake,15.9,9.3,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.578947346,0.66165414,0.446376801,0.510144939,1.296992463,5687.731445,2058.973198,Artec.Spider,yes
Ca_32,Cala,AU12,Radiolarite,FALSE,33-66%,Back;Base,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,15.60000038,24.70000076,28.7,15.60000038,17.10000038,NA,NA,Bladelet,7.9,2.9,1,Reshaped,NA,Unidirectional,Sub-parallel,1,0.54355402,0.54355402,0.631578943,0.631578943,0.860627204,4608.467285,1774.11487,Artec.Spider,yes
Ca_33,Cala,AU12,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet,20.60000038,37,27.39999962,20.39999962,32.5,NA,NA,Bladelet,13.9,7.1,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.744525544,0.751824842,0.551351341,0.556756767,1.350364982,6283.228027,2141.225346,Artec.Spider,yes
Ca_34,Cala,AU12,Chert,FALSE,33-66%,Base,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13.80000019,23.39999962,31.89999962,15.60000038,17,NA,NA,Bladelet,14.7,3.9,1,Reshaped,NA,Unidirectional,Convergent,1,0.489028231,0.432601892,0.666666694,0.589743608,0.733542317,4379.596191,1696.60126,Artec.Spider,yes
Ca_35,Cala,AU12,Radiolarite,FALSE,66-99%,Back;Base;Lateral left;Lateral right,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,31.39999962,42.40000153,53.20000076,14.30000019,15.5,NA,NA,Flake,8.6,10.9,1,Plain,NA,Unidirectional,Sub-parallel,1,0.268796992,0.590225548,0.337264143,0.740566002,0.796992498,26491.27148,5656.688401,Artec.Spider,yes
Ca_36,Cala,AU12,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,22.10000038,39.29999924,29.39999962,14.89999962,19,NA,NA,Flake,12,9,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.506802715,0.751700703,0.379134858,0.562340988,1.336734685,4630.280273,1767.78051,Artec.Spider,yes
Ca_38,Cala,AU12,Radiolarite,FALSE,1-33%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet-Flake,15,24.29999924,23.5,16.5,23.60000038,NA,NA,Bladelet,13.8,4.4,1,Plain,NA,Unidirectional,Convergent,1,0.70212766,0.638297872,0.679012367,0.61728397,1.034042521,2796.625977,1215.795482,Artec.Spider,yes
Ca_39,Cala,AU12,Radiolarite,TRUE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,11,21.79999924,21.5,12,21.20000076,NA,NA,Bladelet,12,5.5,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.558139535,0.511627907,0.550458735,0.504587174,1.013953453,2102.728271,1066.526384,Artec.Spider,yes
Ca_40,Cala,AU12,Radiolarite,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,12.39999962,26.79999924,23.29999924,13.10000038,20.79999924,NA,NA,Bladelet,11,4.3,1,Ventral face,NA,Unidirectional,Convergent,1,0.562231794,0.532188842,0.488805998,0.462686566,1.150214597,3247.829834,1546.61253,Artec.Spider,yes
Ca_41,Cala,AU12,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated burin,Carinated burin,Bladelet,11.30000019,18.5,22.89999962,10.39999962,9.300000191,NA,NA,Bladelet,7.3,3.5,1,Ventral face,NA,Unidirectional,Convergent,1,0.454148463,0.493449798,0.562162142,0.610810821,0.807860275,1409.106079,862.880662,Artec.Spider,yes
Ca_43,Cala,AU11,Chert,FALSE,1-33%,Back,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet,21,24.3,27.6,23.39999962,29,NA,NA,Bladelet,17.9,8.3,1,Plain,NA,Unidirectional,Sub-parallel,1,0.847826073,0.760869565,0.962962947,0.864197531,0.880434783,5794.444336,1976.943589,Artec.Spider,yes
Ca_44,Cala,AU11,Radiolarite,FALSE,1-33%,Base,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet,20.20000076,35.29999924,26.79999924,19.70000076,25.60000038,NA,NA,Bladelet,17.3,5.3,1,Plain,NA,Unidirectional,Sub-parallel,1,0.735074676,0.753731393,0.558073688,0.572237994,1.317164188,9609.418945,2831.019316,Artec.Spider,yes
Ca_45,Cala,AU11,Chert,FALSE,66-99%,Back;Base;Lateral right,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,16,24.79999924,45.59999847,13,13.69999981,NA,NA,Flake,7.7,5.2,1,Plain,NA,Unidirectional,Convergent,1,0.285087729,0.350877205,0.524193565,0.64516131,0.543859651,8255.444336,2639.982473,Artec.Spider,yes
Ca_46,Cala,AU11,Radiolarite,FALSE,33-66%,Base;Lateral left,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,22,24.20000076,33.79999924,11.8,18.9,NA,NA,Flake,5,10.5,1,Reshaped,NA,Unidirectional,Sub-parallel,1,0.349112434,0.650887589,0.48760329,0.90909088,0.71597637,6651.782227,2228.680404,Artec.Spider,yes
Ca_47,Cala,AU11,Radiolarite,FALSE,66-99%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,16.20000076,21.29999924,33.79999924,15.5,18.5,NA,NA,Bladelet,14,4.9,1,Plain,NA,Unidirectional,Convergent,1,0.458579892,0.479289974,0.727699557,0.760563443,0.630177506,4322.386719,1689.696447,Artec.Spider,yes
Ca_48,Cala,AU11,Radiolarite,TRUE,1-33%,Back,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,22.29999924,23.5,38.40000153,21.5,19.5,NA,NA,Flake,8.2,6.6,1,Plain,NA,Unidirectional,Sub-parallel,1,0.559895811,0.580729124,0.914893617,0.948936138,0.611979142,6602.419434,2398.374106,Artec.Spider,yes
Ca_49,Cala,AU11,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,22.60000038,27.89999962,43,22.60000038,26.70000076,NA,NA,Bladelet,18.7,5.1,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.525581404,0.525581404,0.810035867,0.810035867,0.6488372,7164.547852,2748.813013,Artec.Spider,yes
Ca_50,Cala,AU11,Chert,FALSE,1-33%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,18.5,38.40000153,21.5,18.2,26.2,NA,NA,Flake,11.1,8.2,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.846511628,0.860465116,0.473958314,0.481770814,1.786046583,6340.241699,2230.657616,Artec.Spider,yes
Ca_51,Cala,AU11,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,18,20.39999962,41.59999847,14.5,15.69999981,NA,NA,Bladelet,6.14,2,1,Ventral face,NA,Unidirectional,Convergent,1,0.348557705,0.432692324,0.710784327,0.882352958,0.490384624,5655.291016,2127.016976,Artec.Spider,yes
Ca_52,Cala,AU11,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,15.10000038,24.60000038,34.79999924,13.39999962,24.70000076,NA,NA,Bladelet,11.7,5.5,1,Reshaped,NA,Unidirectional,Convergent,1,0.385057469,0.433908066,0.544715423,0.613821144,0.706896578,4952.051758,1901.122651,Artec.Spider,yes
Ca_53,Cala,AU11,Radiolarite,FALSE,66-99%,Base;Left;Right,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet,19.79999924,28.10000038,29,19.29999924,19.60000038,NA,NA,Bladelet,16.5,6.3,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.665517215,0.682758594,0.686832704,0.704626298,0.96896553,4944.871582,1874.481665,Artec.Spider,yes
Ca_56,Cala,AU11,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,15.5,22,27.5,15.8,20.3,NA,NA,Bladelet,10.7,4.8,1,Ventral face,NA,Unidirectional,Convergent,1,0.574545455,0.563636364,0.718181818,0.704545455,0.8,3006.576172,1340.638226,Artec.Spider,yes
Ca_57,Cala,AU11,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13.30000019,23.60000038,21.60000038,11.30000019,20.60000038,NA,NA,Bladelet,9.5,4,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.523148148,0.615740739,0.47881356,0.563559321,1.092592591,2678.97583,1252.166475,Artec.Spider,yes
Ca_59,Cala,AU11,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,15,27,21.1,17.2,26.6,NA,NA,Bladelet,14.2,3.5,1,Ventral face,NA,Unidirectional,Convergent,1,0.815165877,0.710900474,0.637037037,0.555555556,1.279620853,2779.367188,1222.103983,Artec.Spider,yes
Ca_61,Cala,AU11,Radiolarite,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,11.7,21.60000038,27.8,12.1,20.5,NA,NA,Bladelet,9.7,3.7,1,Ventral face,NA,Unidirectional,Convergent,1,0.435251799,0.420863309,0.560185175,0.541666657,0.776978431,1764.635864,1110.239861,Artec.Spider,yes
Ca_65,Cala,AU11,Chert,FALSE,0%,NA,Core,Flake,no,no,C - parallel,Parallel,Parallel,Parallel,Flake,21,22.5,11.10000038,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Plain,Centripetal,Centripetal,2,NA,1.891891827,NA,0.933333333,2.027026957,1910.140747,944.2394196,Artec.Spider,yes
Ca_71,Cala,AU11,Quartzite,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,11,20.89999962,20.8,11,18.10000038,NA,NA,Bladelet,10.6,3.7,1,Ventral face,NA,Unidirectional,Convergent,1,0.528846154,0.528846154,0.526315799,0.526315799,1.004807674,2143.388672,1068.201113,Artec.Spider,yes
Ca_72,Cala,AU11,Chert,FALSE,1-33%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13,22.60000038,31.8,13.2,20.9,NA,NA,Bladelet,11.3,5,1,Ventral face,NA,Unidirectional,Convergent,1,0.41509434,0.408805031,0.584070787,0.575221229,0.710691836,2845.151855,1423.020761,Artec.Spider,yes
Ca_74,Cala,AU11,Radiolarite,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13,20.20000076,26.3,11.89999962,19.20000076,NA,NA,Bladelet,11.7,3.7,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.452471468,0.494296578,0.58910887,0.643564332,0.768060866,2178.646973,1187.071468,Artec.Spider,yes
Ca_75,Cala,AU11,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,14.10000038,26.5,23.20000076,13.30000019,24.60000038,NA,NA,Bladelet,10.3,3.2,1,Ventral face,NA,Unidirectional,Convergent,1,0.573275851,0.607758617,0.5018868,0.532075486,1.142241342,2244.62915,1152.99157,Artec.Spider,yes
Ca_76,Cala,AU11,Chert,FALSE,1-33%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,8,14.80000019,20.4,8,13.89999962,NA,NA,Bladelet,6.6,2.8,1,Ventral face,NA,Unidirectional,Convergent,1,0.392156863,0.392156863,0.540540534,0.540540534,0.725490205,988.8093262,624.6381165,Artec.Spider,yes
Ca_77,Cala,AU11,Chert,FALSE,1-33%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13,18.7,32.5,13.30000019,16.10000038,NA,NA,Bladelet,12.9,3.1,1,Ventral face,NA,Unidirectional,Convergent,1,0.409230775,0.4,0.711229957,0.695187166,0.575384615,2448.207031,1205.083067,Artec.Spider,yes
Ca_78,Cala,AU13,Chert,FALSE,33-66%,Back;Base,Core,Pebble,yes,no,D - platform,Burin core,Burin core,Burin core,Bladelet,33.40000153,26.89999962,22.10000038,31.6,22.29999924,NA,NA,Bladelet,14.5,4.1,1,Reshaped,NA,Unidirectional,Sub-parallel,1,1.429864229,1.51131226,1.174721206,1.241635762,1.217194532,8926.757813,2659.186232,Artec.Spider,yes
Ca_79,Cala,AU13,Radiolarite,FALSE,66-99%,Back;Base;Lateral left;Lateral right,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet,18.5,21.89999962,26,19.79999924,21.60000038,NA,NA,Bladelet,16.8,3.9,1,Reshaped,NA,Unidirectional,Convergent,1,0.761538432,0.711538462,0.90410957,0.844748873,0.842307678,3850.567627,1451.610071,Artec.Spider,yes
Ca_80,Cala,AU13,Chert,FALSE,1-33%,Lateral right,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,18.20000076,25.10000038,38.79999924,17.79999924,21.20000076,NA,NA,Bladelet,14.3,5,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.458762876,0.469072194,0.709163305,0.725099621,0.646907239,5119.748047,1984.42605,Artec.Spider,yes
Ca_81,Cala,AU13,Chert,FALSE,33-66%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet-Flake,20.5,23.60000038,30.70000076,17.20000076,22.70000076,NA,NA,Flake,10.8,9.3,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.560260597,0.667752426,0.72881358,0.868644054,0.768729635,5363.375977,1976.380932,Artec.Spider,yes
Ca_87,Cala,AU13,Chert,FALSE,1-33%,NA,Core-Tool,Blade,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,9.9,16,33.4,11,14.7,NA,NA,Flake,5,4.1,1,Ventral face,NA,Unidirectional,Convergent,1,0.329341317,0.296407186,0.6875,0.61875,0.479041916,1796.777954,1087.594083,Artec.Spider,yes
Ca_90,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,8.9,36.09999847,32.1,11.89999962,19,NA,NA,Bladelet,12.4,3.5,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.370716499,0.277258567,0.329639893,0.246537407,1.124610544,4578.445801,2170.067023,Artec.Spider,yes
Ca_91,Cala,AU13,Radiolarite,FALSE,1-33%,Lateral left,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,18.1,24.39999962,23.6,17.29999924,14,NA,NA,Bladelet,16.3,4.9,1,Plain,NA,Unidirectional,Convergent,1,0.733050815,0.766949153,0.709016373,0.74180329,1.033898289,2770.045166,1310.629966,Artec.Spider,yes
Ca_92,Cala,AU13,Radiolarite,FALSE,1-33%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,14.60000038,23.60000038,31.79999924,13.80000019,18.89999962,NA,NA,Bladelet,10.4,3.5,1,Ventral face,NA,Unidirectional,Convergent,1,0.433962281,0.45911952,0.584745761,0.618644074,0.742138395,3370.820557,1562.188819,Artec.Spider,yes
Ca_96,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,14.1,34.90000153,58.6,14.39999962,28.5,NA,NA,Bladelet,14.2,5,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.245733782,0.240614334,0.412607421,0.404011444,0.595563166,6850.352539,3051.35962,Artec.Spider,yes
Ca_99,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,16,21.9,31.1,15.80000019,21.9,NA,NA,Bladelet,12.4,4.3,1,Ventral face,NA,Unidirectional,Convergent,1,0.508038591,0.514469453,0.721461196,0.730593607,0.704180064,3356.623535,1505.855309,Artec.Spider,yes
Ca_100,Cala,AU13,Chert,FALSE,33-66%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,12.19999981,13.89999962,31.89999962,12.39999962,13,NA,NA,Bladelet,11.2,3.4,1,Ventral face,NA,Unidirectional,Convergent,1,0.388714726,0.38244514,0.892086328,0.877697852,0.43573667,2292.187012,1163.54773,Artec.Spider,yes
Ca_101,Cala,AU13,Radiolarite,FALSE,33-66%,Back;Lateral right,Core-Tool,Nodule,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,22.29999924,28.89999962,49.40000153,12.80000019,17.70000076,NA,NA,Bladelet,10.5,2.7,1,Reshaped,NA,Unidirectional,Convergent,1,0.259109308,0.451416975,0.442906587,0.771626281,0.585020217,17814.63867,4288.024057,Artec.Spider,yes
Ca_103,Cala,AU13,Radiolarite,FALSE,66-99%,Back;Left;Right,Core-Tool,Blade,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,14.2,38,18,11.80000019,19.79999924,NA,NA,Flake,9.6,8.8,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.655555566,0.788888889,0.310526321,0.373684211,2.111111111,4441.541504,1749.160948,Artec.Spider,yes
Ca_105,Cala,AU13,Radiolarite,FALSE,0%,NA,Core-Tool,Flake,yes,yes,Bipolar;E - carinated,Multi-platform,"Multi-platform carinated, bipolar",Multi-platform,Bladelet,13,26.89999962,29.89999962,11.30000019,19.5,28,13.60000038,Bladelet,8.1,3.3,2,Ventral face,Dihedral,Unidirectional,Convergent,2,0.377926433,0.434782614,0.420074362,0.483271382,0.899665551,3287.499268,1443.781191,Artec.Spider,yes
Ca_106,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated burin,Carinated burin,Bladelet,36.29999924,24.39999962,16.70000076,15.80000019,14.5,NA,NA,Bladelet,14,4.8,1,Reshaped,NA,Unidirectional,Convergent,1,0.946107753,2.17365255,0.647541002,1.48770491,1.461077755,5497.486328,2066.367001,Artec.Spider,yes
Ca_108,Cala,AU13,Chert,FALSE,33-66%,Base;Right,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,11.9,21.29999924,23,13.5,15,NA,NA,Bladelet,13.2,4.9,1,Ventral face,NA,Unidirectional,Convergent,1,0.586956522,0.517391304,0.63380284,0.558685466,0.926086923,2394.745361,1173.970343,Artec.Spider,yes
Ca_109,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,14.89999962,22,27.10000038,13.5,20.10000038,NA,NA,Bladelet,8.9,3.6,1,Ventral face,NA,Unidirectional,Convergent,1,0.498154975,0.549815476,0.613636364,0.67727271,0.811808107,3093.022461,1362.903361,Artec.Spider,yes
Ca_110,Cala,AU13,Chert,FALSE,33-66%,Lateral left,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,22.89999962,31.39999962,36.20000076,22.10000038,30.10000038,NA,NA,Flake,19,15,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.610497235,0.632596661,0.703821677,0.72929936,0.867403286,8044.735352,2702.498396,Artec.Spider,yes
Ca_111,Cala,AU13,Chert,FALSE,1-33%,Lateral right,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,18.29999924,16.79999924,33.29999924,17,15.69999981,NA,NA,Flake,9.8,5.4,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.510510522,0.549549539,1.011904808,1.089285718,0.504504493,3830.302979,1587.900343,Artec.Spider,yes
Ca_113,Cala,AU13,Chert,FALSE,1-33%,Back,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,14.80000019,31.29999924,36.29999924,14.10000038,21.89999962,NA,NA,Bladelet,11.1,3.9,1,Ventral face,NA,Unidirectional,Convergent,1,0.388429771,0.407713512,0.450479256,0.472843468,0.86225895,5914.833008,2346.041424,Artec.Spider,yes
Ca_114,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,16.89999962,29.10000038,32,18.70000076,28.10000038,NA,NA,Bladelet,12.2,4,1,Ventral face,NA,Unidirectional,Convergent,2,0.584375024,0.528124988,0.642611702,0.580755993,0.909375012,4891.769531,1816.321993,Artec.Spider,yes
Ca_116,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13.5,16.6,28,12.60000038,16.9,NA,NA,Bladelet,11.8,4.1,1,Ventral face,NA,Unidirectional,Convergent,1,0.450000014,0.482142857,0.759036168,0.813253012,0.592857143,1749.11084,957.3819413,Artec.Spider,yes
Ca_117,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13.39999962,26.60000038,26.5,13.30000019,23.20000076,NA,NA,Bladelet,11.5,2.9,1,Ventral face,NA,Unidirectional,Convergent,1,0.5018868,0.505660363,0.5,0.503759377,1.003773599,2817.947754,1355.013326,Artec.Spider,yes
Ca_118,Cala,AU13,Quartzite,FALSE,66-99%,Base;Left;Right,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,16,25.39999962,43.70000076,18.79999924,21.60000038,9.600000381,13.60000038,Bladelet,13.9,4.7,1,Ventral face,NA,Unidirectional,Convergent,1,0.430205925,0.366132717,0.740157461,0.629921269,0.581235679,6266.80127,2361.738662,Artec.Spider,yes
Ca_119,Cala,AU13,Chert,FALSE,33-66%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,14.3,32,38.3,14.89999962,20.39999962,NA,NA,Bladelet,13,5.4,1,Ventral face,NA,Unidirectional,Convergent,1,0.389033933,0.373368146,0.465624988,0.446875,0.835509138,3821.184326,1882.647295,Artec.Spider,yes
Ca_120,Cala,AU12,Radiolarite,FALSE,1-33%,Back,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,19.20000076,35.59999847,44.20000076,18.60000038,29,NA,NA,Bladelet,16.3,5.3,1,Ventral face,NA,Unidirectional,Convergent,1,0.420814481,0.43438915,0.522471943,0.539325887,0.805429816,10488.13574,3454.80714,Artec.Spider,yes
Ca_122,Cala,AU12,Radiolarite,FALSE,1-33%,Back,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,14.4,31.70000076,26.2,16.8,29.3,NA,NA,Bladelet,12.9,5.9,1,Ventral face,NA,Unidirectional,Convergent,1,0.641221374,0.549618321,0.529968442,0.454258664,1.209923693,3916.542236,1637.064058,Artec.Spider,yes
Ca_124,Cala,AU12,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,10.8,23.89999962,21.6,10,21.6,NA,NA,Bladelet,9.2,4.5,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.462962963,0.5,0.418410049,0.451882852,1.106481464,2352.356934,1087.392702,Artec.Spider,yes
Ca_127,Cala,AU11,Chert,FALSE,33-66%,Back;Base,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet,24.89999962,39.59999847,42.2,25.70000076,31.29999924,NA,NA,Bladelet,19,5.3,1,Plain,NA,Unidirectional,Convergent,1,0.609004757,0.590047384,0.648989943,0.628787893,0.938388589,14838.98242,3733.816524,Artec.Spider,yes
Ca_128,Cala,AU11,Radiolarite,FALSE,0%,NA,Core-Tool,Undetermined,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,23.2,26.39999962,32.9,22.89999962,24.39999962,NA,NA,Bladelet,16.5,4.2,1,Plain,NA,Unidirectional,Convergent,1,0.696048621,0.705167173,0.867424241,0.878787891,0.802431599,6393.182129,2138.37727,Artec.Spider,yes
Ca_133,Cala,AU10,Radiolarite,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Multi-platform,"Multi-platform carinated burin, carinated endscraper",Multi-platform,Bladelet,19.10000038,22.60000038,39.5,18.60000038,16.20000076,14.19999981,20,Bladelet,14.9,4.5,1,Reshaped,NA,Unidirectional,Sub-parallel,2,0.470886086,0.483544313,0.823008853,0.845132746,0.572151908,6323.845215,2203.716338,Artec.Spider,yes
Ca_136,Cala,AU10,Radiolarite,FALSE,0%,NA,Core-Tool,Undetermined,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,19,20.60000038,28.79999924,19,20.10000038,NA,NA,Bladelet,11.6,4,1,Plain,NA,Unidirectional,Convergent,1,0.65972224,0.65972224,0.92233008,0.92233008,0.71527781,2953.636475,1391.123345,Artec.Spider,yes
Ca_137,Cala,AU12,Chert,FALSE,33-66%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,11.7,29.8,28.4,12.69999981,26.29999924,NA,NA,Bladelet,14,6.3,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.447183092,0.411971831,0.42617449,0.39261745,1.049295775,4055.880615,1612.136286,Artec.Spider,yes
