ID,Site,Sub-layer,Raw.material,Termal.alteration,Cortex,Cortex.position.core,Class,Core.blank,Laminar_y.n,Carinated_y.n,Core.type,Core.classification,Core.classification.2,Core.classification.3,Blank.production,Length,Width,Thickness,Flaking.surface.length,Flaking.surface.width,Second.flaking.surface.length,Second.flaking.surface.width,Last.removal.blank,Last.removal.length,Last.removal.width,Platform.number,Striking.platform,Second.striking.platform,Flaking.direction,Reduction.pattern,Surfaces.number,Ratio_fsl_thickness,Ratio_l_t,Ratio_fsl_width,Ratio_l_w,Ratio_w_t,Volume,Area,Scanner,model.3D
Ca_138,Cala,AU12,Radiolarite,FALSE,1-33%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,15,26,25.3,17.8,22.2,NA,NA,Bladelet,10.2,4.4,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.703557312,0.592885375,0.684615385,0.576923077,1.027667984,2772.689453,1428.007517,Artec.Spider,yes
Ca_142,Cala,AU12,Chert,TRUE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,11.1,26.39999962,32.3,11.6,23.3,NA,NA,Bladelet,9.9,4.1,1,Ventral face,NA,Unidirectional,Convergent,1,0.359133127,0.343653251,0.439393946,0.420454552,0.817337449,4672.249023,1881.494037,Artec.Spider,yes
Ca_144,Cala,AU12,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,11.8,20.3,29.9,12.5,24.4,NA,NA,Bladelet,10.5,3.9,1,Ventral face,NA,Unidirectional,Convergent,1,0.418060201,0.394648829,0.615763547,0.581280788,0.678929766,2628.179199,1269.16057,Artec.Spider,yes
Ca_147,Cala,AU12,Chert,FALSE,1-33%,Back,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,10.6,23.20000076,18.3,13.2,22.1,NA,NA,Bladelet,12.2,4.1,1,Ventral face,NA,Unidirectional,Convergent,1,0.721311475,0.579234973,0.568965499,0.456896537,1.267759605,1798.378418,997.857473,Artec.Spider,yes
Ca_148,Cala,AU12,Chert,FALSE,33-66%,Back;Base;Lateral right,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,16.60000038,20.1,29,15.89999962,20.1,NA,NA,Bladelet,13.3,4.2,1,Plain,NA,Unidirectional,Sub-parallel,1,0.548275849,0.572413806,0.791044757,0.825870666,0.693103448,4135.28418,1570.710658,Artec.Spider,yes
Ca_149,Cala,AU12,Radiolarite,FALSE,1-33%,Base,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,18.20000076,30.39999962,33.79999924,16.79999924,29.5,NA,NA,Flake,10.3,7.1,1,Ventral face,NA,Unidirectional,Sub-parallel,1,0.497041409,0.538461573,0.552631561,0.598684243,0.899408293,7020.519043,2390.001488,Artec.Spider,yes
Ca_152,Cala,AU12,Radiolarite,TRUE,33-66%,Base,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,21,30.20000076,42.40000153,15.19999981,27.70000076,NA,NA,Bladelet,12.9,5.1,1,Plain,NA,Unidirectional,Convergent,1,0.358490549,0.495283001,0.503311239,0.695364221,0.712264143,11575.66895,3252.39316,Artec.Spider,yes
Ca_153,Cala,AU12,Radiolarite,FALSE,0%,NA,Core-Tool,Undetermined,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet-Flake,24.5,39.09999847,46.40000153,20.5,35.59999847,NA,NA,Flake,9.9,10.9,1,Reshaped,NA,Unidirectional,Convergent,1,0.44181033,0.528017224,0.524296696,0.62659849,0.842672353,13036.79004,3628.614298,Artec.Spider,yes
Ca_154,Cala,AU12,Chert,FALSE,1-33%,Back,Core-Tool,Undetermined,yes,yes,E - carinated,Carinated,Carinated burin,Carinated burin,Bladelet,26.7,22.2,42.5,25,22.20000076,NA,NA,Bladelet,18,4.9,1,Reshaped,NA,Unidirectional,Convergent,1,0.588235294,0.628235294,1.126126126,1.202702703,0.522352941,8960.771484,2642.2004,Artec.Spider,yes
Ca_155,Cala,AU12,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,9.7,21.79999924,24,14.3,19.8,NA,NA,Bladelet,11.8,3.6,1,Ventral face,NA,Unidirectional,Convergent,1,0.595833333,0.404166667,0.655963326,0.444954144,0.908333302,2322.587402,1115.36949,Artec.Spider,yes
Ca_156,Cala,AU12,Chert,FALSE,1-33%,Back,Core-Tool,Pebble,yes,yes,E - carinated,Carinated,Carinated burin,Carinated burin,Bladelet,18.89999962,18.20000076,19.5,14.10000038,12.5,NA,NA,Bladelet,11.8,3.7,1,Reshaped,NA,Unidirectional,Sub-parallel,1,0.723076943,0.96923075,0.774725263,1.038461474,0.933333372,2462.423828,1119.727161,Artec.Spider,yes
Ca_157,Cala,AU12,Chert,FALSE,33-66%,Back,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,13,19.8,33,12.89999962,12.30000019,NA,NA,Flake,11.4,6,1,Ventral face,NA,Unidirectional,Convergent,1,0.390909079,0.393939394,0.651515132,0.656565657,0.6,2619.868408,1410.312073,Artec.Spider,yes
Ca_159,Cala,AU12,Chert,FALSE,0%,NA,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet,13.4,23.60000038,23.39999962,15.5,19.89999962,NA,NA,Bladelet,13.4,4,1,Ventral face,NA,Unidirectional,Convergent,1,0.662393173,0.572649582,0.65677965,0.567796601,1.008547041,2337.255371,1069.15383,Artec.Spider,yes
Ca_160,Cala,AU12,Radiolarite,FALSE,1-33%,Back,Core-Tool,Flake,yes,yes,E - carinated,Carinated,Carinated endscraper,Carinated endscraper,Bladelet-Flake,14.3,26.60000038,31,19,26.39999962,NA,NA,Flake,13.9,9.2,1,Ventral face,NA,Unidirectional,Convergent,1,0.612903226,0.461290323,0.714285704,0.537593977,0.858064528,4324.145996,1675.402398,Artec.Spider,yes
Ca_161,Cala,AU12,Chert,FALSE,33-66%,Back,Core-Tool,Nodule,yes,yes,D- platform;E - carinated,Multi-platform,"Multi-platform wide-faced, carinated endscraper",Multi-platform,Bladelet-Flake,11.4,24.70000076,30,9,17.6,27.3,25.4,Flake,7.8,4.5,1,Plain,NA,Unidirectional,Sub-parallel,2,0.3,0.38,0.364372458,0.461538447,0.823333359,3483.040771,1530.433362,Artec.Spider,yes
Ca_191,Cala,AU12,Limestone,FALSE,100%,1,Core,Pebble,no,no,H - tested raw material nodule,Tested,Tested,Tested,Flake,67.30000305,48.79999924,19.10000038,NA,NA,NA,NA,Undetermined,NA,NA,1,NA,NA,Unidirectional,Sub-parallel,2,NA,3.523560299,NA,1.379098445,2.554973731,32531.86133,6488.72074,Artec.Spider,yes
Ca_192,Cala,AU12,Radiolarite,FALSE,66-99%,Back;Base;Lateral left;Lateral right,Core,Pebble,no,no,H - tested raw material nodule,Tested,Tested,Tested,Flake,44,39,94,NA,NA,NA,NA,Undetermined,NA,NA,1,NA,NA,Unidirectional,Sub-parallel,1,NA,0.468085106,NA,1.128205128,0.414893617,73402.58594,11378.64055,Artec.Spider,yes
Ca_204,Cala,AU11,Chert,FALSE,1-33%,Base,Core,Block,no,no,F - multidirectional,Multidirectional,Multidirectional,Multidirectional,Flake,65.5,57.59999847,22.39999962,NA,NA,NA,NA,Flake,NA,NA,2,NA,NA,Multidirectional,Multidirectional,2,NA,2.924107193,NA,1.137152808,2.571428547,46434.75391,9244.392112,Artec.Spider,yes
Ca_205,Cala,AU13,Chert,FALSE,0%,NA,Core,Block,no,no,F - multidirectional,Multidirectional,Multidirectional,Multidirectional,Flake,62.29999924,46.79999924,35,NA,NA,NA,NA,Flake,NA,NA,2,NA,NA,Multidirectional,Multidirectional,2,NA,1.779999978,NA,1.331196587,1.337142835,37161.23828,7347.983515,Artec.Spider,yes
Ca_207,Cala,AU13,Quartzite,FALSE,33-66%,Base;Striking platform,Core,Pebble,no,no,B - inclined,Discoid,Inclined,Discoid,Flake,60,49.70000076,36.09999847,NA,NA,NA,NA,Flake,NA,NA,1,NA,NA,Centripetal,Centripetal,1,NA,1.662049932,NA,1.207243442,1.376731381,42735.57422,7314.789655,Artec.Spider,yes
Ca_209,Cala,AU13,Quartzite,FALSE,33-66%,Base;Striking platform,Core,Pebble,no,no,C - parallel,Parallel,Parallel,Parallel,Flake,41,42,18,NA,NA,NA,NA,Flake,NA,NA,1,NA,NA,Centripetal,Centripetal,1,NA,2.277777778,NA,0.976190476,2.333333333,14500.42969,3984.724525,Artec.Spider,yes
Ca_210,Cala,AU11,Chert,FALSE,33-66%,Back,Core,Pebble,no,no,C - parallel,Parallel,Parallel,Parallel,Flake,46.29999924,39.70000076,23,NA,NA,NA,NA,Flake,NA,NA,1,NA,NA,Centripetal,Centripetal,1,NA,2.013043445,NA,1.16624681,1.72608699,17116.44922,4079.56438,Artec.Spider,yes
Ca_211,Cala,AU13,Chert,FALSE,1-33%,Back,Core,Undetermined,no,no,C - parallel,Parallel,Parallel,Parallel,Flake,31.10000038,35,14.30000019,NA,NA,NA,NA,Flake,NA,NA,1,NA,NA,Centripetal,Centripetal,1,NA,2.174825172,NA,0.888571439,2.447552415,6799.277344,2428.551247,Artec.Spider,yes
Ca_212,Cala,AU11,Chert,FALSE,66-99%,Back,Core,Pebble,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,45,37,18,NA,NA,NA,NA,Flake,NA,NA,2,Cortical,Cortical,Bidirectional,Sub-parallel,2,NA,2.5,NA,1.216216216,2.055555556,12775.79297,3585.533624,Artec.Spider,yes
Ca_213,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,D - platform,Platform flake,Flake,Platform flake,Flake,17.39999962,25,32,21.70000076,31.70000076,NA,NA,Flake,NA,NA,1,Reshaped,NA,Unidirectional,Sub-parallel,1,0.678125024,0.543749988,0.868000031,0.695999985,0.78125,4747.069336,1775.500593,Artec.Spider,yes
Ca_214,Cala,AU12,Radiolarite,FALSE,33-66%,Back,Core,Block,no,no,F - multidirectional,Multidirectional,Multidirectional,Multidirectional,Flake,71.30000305,69.19999695,34.70000076,NA,NA,NA,NA,Flake,NA,NA,2,Reshaped,NA,Multidirectional,Multidirectional,2,NA,2.054755086,NA,1.03034691,1.994236179,90452.41406,13550.67369,Artec.Spider,yes
Ca_215,Cala,AU12,Chert,FALSE,66-99%,Back;Base;Striking platform,Core,Pebble,no,no,H - tested raw material nodule,Tested,Tested,Tested,Flake,55,50,43,42.9,51.2,NA,NA,Undetermined,NA,NA,1,Reshaped,NA,Unidirectional,Sub-parallel,1,0.997674419,1.279069767,0.858,1.1,1.162790698,73711.83594,9995.765123,Artec.Spider,yes
Ca_216,Cala,AU12,Chert,FALSE,33-66%,Back,Core,Pebble,no,no,F - multidirectional,Multidirectional,Multidirectional,Multidirectional,Flake,43,31,30,NA,NA,NA,NA,Flake,NA,NA,3,NA,NA,Multidirectional,Multidirectional,3,NA,1.433333333,NA,1.387096774,1.033333333,15214.80371,3688.450149,Artec.Spider,yes
Ca_217,Cala,AU12,Siliceous limestone,FALSE,33-66%,Base,Core,Block,no,no,F - multidirectional,Multidirectional,Multidirectional,Multidirectional,Flake,61,35.70000076,26.20000076,NA,NA,NA,NA,Flake,NA,NA,2,NA,NA,Multidirectional,Multidirectional,2,NA,2.328244207,NA,1.708683437,1.362595409,24631.63672,5496.840507,Artec.Spider,yes
Ca_218,Cala,AU12,Radiolarite,FALSE,66-99%,Back,Core,Pebble,no,no,D - platform,Platform flake,Platform flake,Platform flake,Flake,29,39.40000153,22.29999924,NA,NA,NA,NA,Flake,NA,NA,1,Cortical,NA,Unidirectional,Sub-parallel,1,NA,1.300448475,NA,0.736040581,1.766816272,13073.15723,3410.762187,Artec.Spider,yes
Ca_219,Cala,AU13,Chert,FALSE,33-66%,Base,Core,Block,no,no,F - multidirectional,Multidirectional,Multidirectional,Multidirectional,Flake,34,33.40000153,22,NA,NA,NA,NA,Flake,NA,NA,2,Plain,NA,Multidirectional,Multidirectional,1,NA,1.545454545,NA,1.017964025,1.518181888,10192.83105,2792.894525,Artec.Spider,yes
Ca_220,Cala,AU12,Chert,FALSE,33-66%,Base,Core-Tool,Pebble,yes,yes,A - initial core,Initial,Initial carinated,Initial,Flake,29,41.09999847,52,19.60000038,36.5,NA,NA,Flake,12.9,11.7,1,Plain,NA,Unidirectional,Sub-parallel,1,0.376923084,0.557692308,0.476885672,0.705596133,0.790384586,23480.46094,5354.010323,Artec.Spider,yes
Ca_221,Cala,AU13,Chert,FALSE,66-99%,Back;Base;Lateral left;Lateral right,Core,Pebble,yes,no,A - initial core,Initial,Initial semi-circumferential,Initial,Flake,33.5,38.70000076,26.5,28.5,31.7,NA,NA,Undetermined,NA,NA,1,Unprepared,NA,Unidirectional,Sub-parallel,1,1.075471698,1.264150943,0.736434094,0.865633058,1.460377387,15202.92969,3508.623535,Artec.Spider,yes
Ca_222,Cala,AU13,Chert,FALSE,0%,NA,Core-Tool,Undetermined,yes,yes,E - carinated,Carinated,Carinated core,Carinated core,Bladelet-Flake,24.39999962,24.9,30.8,21.1,22.6,NA,NA,Flake,8.2,6,1,Reshaped,NA,Unidirectional,Sub-parallel,1,0.685064935,0.79220778,0.847389558,0.979919663,0.808441558,8123.443359,2477.115906,Artec.Spider,yes
Ca_223,Cala,AU13,Siliceous limestone,FALSE,33-66%,Back,Core,Nodule,no,no,D - platform,Platform flake,Platform flake,Platform flake,Flake,49,49.29999924,31.70000076,49.79999924,46.59999847,NA,NA,Flake,NA,NA,2,Plain,Plain,Bidirectional,Sub-parallel,1,1.570977856,1.545741288,1.010141988,0.993914823,1.555204986,40897.13281,7278.911756,Artec.Spider,yes
Ca_224,Cala,AU12,Chert,FALSE,33-66%,Base;Lateral left,Core,Pebble,yes,no,A - initial core,Initial,Initial semi-circumferential,Initial,Flake,40,49,66.30000305,42,51.4,NA,NA,Undetermined,NA,NA,1,Plain,NA,Unidirectional,Sub-parallel,1,0.633484134,0.603318223,0.857142857,0.816326531,0.739064823,43546.51953,8477.493176,Artec.Spider,yes
Ca_225,Cala,AU11,Siliceous limestone,FALSE,66-99%,Back;Base;Striking platform,Core,Pebble,no,no,H - tested raw material nodule,Tested,Tested,Tested,Flake,58.70000076,31.10000038,40,NA,NA,NA,NA,Undetermined,NA,NA,1,NA,NA,Unidirectional,Sub-parallel,1,NA,1.467500019,NA,1.887459808,0.77750001,36428.96484,6680.714103,Artec.Spider,yes
Ca_227,Cala,AU12,Radiolarite,FALSE,66-99%,Back;Base;Lateral left;Lateral right,Core,Pebble,no,no,H - tested raw material nodule,Tested,Tested,Tested,Flake,28,32.59999847,20.10000038,NA,NA,NA,NA,Undetermined,NA,NA,1,NA,NA,Unidirectional,Sub-parallel,1,NA,1.393034799,NA,0.858895746,1.621890441,9530.813477,2708.96767,Artec.Spider,yes
Ca_228,Cala,AU11,Chert,FALSE,66-99%,Back;Base;Lateral left;Lateral right,Core,Pebble,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,33.79999924,34.59999847,26,NA,NA,NA,NA,Flake,NA,NA,1,Dihedral,Cortical,Bidirectional,Sub-parallel,1,NA,1.299999971,NA,0.976878634,1.330769172,14745.81152,3650.45025,Artec.Spider,yes
Ca_229,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,45.20000076,33.09999847,12.89999962,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,3.503876132,NA,1.365558998,2.56589143,7082.588379,2800.22926,Artec.Spider,yes
Ca_230,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,25,34.59999847,12.39999962,NA,NA,NA,NA,Flake,NA,NA,3,Dihedral,Dihedral,Centripetal,Centripetal,2,NA,2.016129094,NA,0.722543384,2.790322543,5085.79834,2135.094729,Artec.Spider,yes
Ca_231,Cala,AU13,Chert,FALSE,1-33%,Back,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Bladelet-Flake,35,21,14.5,31.1,21.5,NA,NA,Bladelet,20.5,5.2,2,Plain,Dihedral,Bidirectional,Sub-parallel,3,2.144827586,2.413793103,1.480952381,1.666666667,1.448275862,4181.955078,1632.590255,Artec.Spider,yes
Ca_232,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Bladelet-Flake,28.39999962,27,16.29999924,25.7,27.8,NA,NA,Flake,NA,NA,2,Plain,Plain,Bidirectional,Sub-parallel,2,1.57668719,1.742331346,0.951851852,1.051851838,1.656441795,5084.104004,1827.887081,Artec.Spider,yes
Ca_233,Cala,AU13,Chert,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,27.70000076,18,15.89999962,NA,NA,NA,NA,Flake,NA,NA,3,Plain,Dihedral,Bidirectional,Sub-parallel,3,NA,1.742138455,NA,1.538888931,1.132075499,2659.619629,1242.070538,Artec.Spider,yes
Ca_234,Cala,AU13,Radiolarite,FALSE,1-33%,Back,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Bladelet-Flake,31.89999962,18.60000038,10.10000038,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Dihedral,Bidirectional,Sub-parallel,1,NA,3.158415685,NA,1.715053708,1.841584127,2685.308594,1360.905467,Artec.Spider,yes
Ca_235,Cala,AU13,Radiolarite,FALSE,33-66%,Back,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,33.79999924,18.70000076,13,NA,NA,NA,NA,Flake,NA,NA,3,Cortical,Plain,Bidirectional,Sub-parallel,2,NA,2.599999941,NA,1.807486516,1.438461597,2934.264404,1385.55642,Artec.Spider,yes
Ca_236,Cala,AU13,Radiolarite,FALSE,33-66%,Back,Core,Pebble,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,17.70000076,30.70000076,16,NA,NA,NA,NA,Flake,NA,NA,2,Cortical,Plain,Bidirectional,Sub-parallel,2,NA,1.106250048,NA,0.576547242,1.918750048,3401.877197,1396.987018,Artec.Spider,yes
Ca_237,Cala,AU13,Radiolarite,FALSE,33-66%,Back,Core,Pebble,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,23.60000038,16.79999924,13.60000038,NA,NA,NA,NA,Flake,NA,NA,2,Cortical,Dihedral,Bidirectional,Sub-parallel,1,NA,1.735294097,NA,1.404761991,1.235294027,1844.560913,1019.016758,Artec.Spider,yes
Ca_238,Cala,AU13,Radiolarite,FALSE,33-66%,Back,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,16.5,9,27.39999962,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Cortical,Bidirectional,Sub-parallel,3,NA,0.602189789,NA,1.833333333,0.328467158,2138.616699,1084.460018,Artec.Spider,yes
Ca_239,Cala,AU13,Radiolarite,FALSE,1-33%,Lateral left,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,55.70000076,27,13.5,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,3,NA,4.125925982,NA,2.062962991,2,10235.75488,3662.583981,Artec.Spider,yes
Ca_241,Cala,AU13,Chert,FALSE,33-66%,Lateral right,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,41.20000076,29.89999962,16.89999962,NA,NA,NA,NA,Flake,NA,NA,1,Picketing,NA,Unidirectional,Sub-parallel,1,NA,2.437869923,NA,1.377926465,1.769230787,NA,NA,NA,NA
Ca_242,Cala,AU13,Chert,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,39.79999924,23.89999962,9.600000381,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,4.145833089,NA,1.665271961,2.489583195,4011.376953,1939.408495,Artec.Spider,yes
Ca_246,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,26,18.60000038,7.300000191,NA,NA,NA,NA,Flake,NA,NA,2,Reshaped,Dihedral,Bidirectional,Sub-parallel,2,NA,3.561643743,NA,1.397849434,2.547945191,NA,NA,NA,NA
Ca_247,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,27.5,26.10000038,7.800000191,NA,NA,NA,NA,Flake,NA,NA,3,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,3.525640939,NA,1.053639831,3.346153813,NA,NA,NA,NA
Ca_251,Cala,AU13,Chert,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,29,9.5,9.199999809,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,3,NA,3.152173978,NA,3.052631579,1.032608717,1209.586914,842.7606507,Artec.Spider,yes
Ca_253,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,28.5,17.79999924,7,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,3,NA,4.071428571,NA,1.601123664,2.542857034,NA,NA,NA,NA
Ca_255,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,26.10000038,20,8.699999809,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Dihedral,Bidirectional,Sub-parallel,2,NA,3.00000011,NA,1.305000019,2.298850625,NA,NA,NA,NA
Ca_256,Cala,AU13,Radiolarite,FALSE,1-33%,Lateral left,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,29.60000038,14.60000038,4.900000095,NA,NA,NA,NA,Flake,NA,NA,2,Cortical,Dihedral,Bidirectional,Sub-parallel,2,NA,6.040816287,NA,2.027397233,2.979591857,NA,NA,NA,NA
Ca_257,Cala,AU13,Chert,FALSE,1-33%,Base,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,23.60000038,23.20000076,7.900000095,NA,NA,NA,NA,Flake,NA,NA,1,Plain,NA,Unidirectional,Sub-parallel,1,NA,2.987341784,NA,1.017241362,2.936708922,NA,NA,NA,NA
Ca_263,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,28.5,14,8.699999809,NA,NA,NA,NA,Flake,NA,NA,1,Dihedral,NA,Unidirectional,Sub-parallel,1,NA,3.275862141,NA,2.035714286,1.609195438,NA,NA,NA,NA
Ca_265,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,23.89999962,12.69999981,9.899999619,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,2.414141469,NA,1.881889762,1.282828313,1057.151733,775.1988795,Artec.Spider,yes
Ca_268,Cala,AU13,Chert,FALSE,0%,NA,Core,Flake,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,28,23.60000038,9.899999619,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Dihedral,Bidirectional,Sub-parallel,2,NA,2.828282937,NA,1.186440659,2.383838514,NA,NA,NA,NA
Ca_269,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,19.89999962,14.19999981,13.10000038,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Plain,Bidirectional,Sub-parallel,3,NA,1.519083896,NA,1.401408443,1.08396942,NA,NA,NA,NA
Ca_273,Cala,AU13,Chert,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,18.79999924,12.80000019,6.199999809,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Dihedral,Bidirectional,Sub-parallel,3,NA,3.032258035,NA,1.468749919,2.064516223,NA,NA,NA,NA
Ca_274,Cala,AU13,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Bladelet-Flake,16.29999924,10.10000038,10.60000038,NA,NA,NA,NA,Flake,NA,NA,2,Picketing,Dihedral,Bidirectional,Sub-parallel,4,NA,1.537735722,NA,1.61386125,0.95283019,NA,NA,NA,NA
Ca_275,Cala,AU13,Chert,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,30,21.29999924,13.5,NA,NA,NA,NA,Flake,NA,NA,3,Dihedral,Dihedral,Bidirectional,Sub-parallel,3,NA,2.222222222,NA,1.408450755,1.577777721,3349.481689,1452.113883,Artec.Spider,yes
Ca_276,Cala,AU13,Radiolarite,FALSE,1-33%,Lateral left,Core,Pebble,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Bladelet-Flake,33.20000076,22.39999962,11.5,NA,NA,NA,NA,Flake,NA,NA,2,Plain,Dihedral,Bidirectional,Sub-parallel,2,NA,2.886956588,NA,1.482142916,1.947826054,2858.869629,1467.27416,Artec.Spider,yes
Ca_280,Cala,AU12,Radiolarite,FALSE,1-33%,Base,Core,Pebble,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,42.70000076,33.79999924,13,NA,NA,NA,NA,Flake,NA,NA,4,Plain,Dihedral,Bidirectional,Sub-parallel,2,NA,3.284615443,NA,1.263313661,2.599999941,8857.977539,3105.106334,Artec.Spider,yes
Ca_281,Cala,AU12,Radiolarite,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,41.40000153,27,11.80000019,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,3.508474649,NA,1.53333339,2.288135556,4857.268555,2133.833355,Artec.Spider,yes
Ca_282,Cala,AU12,Chert,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,49.90000153,27.20000076,11.5,NA,NA,NA,NA,Flake,NA,NA,4,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,4.339130567,NA,1.834558828,2.365217458,NA,NA,NA,NA
Ca_283,Cala,AU12,Radiolarite,FALSE,33-66%,Back,Core,Nodule,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Blade-Flake,48.79999924,26.5,10.10000038,NA,NA,NA,NA,Flake,NA,NA,2,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,4.83168291,NA,1.841509405,2.623762277,4277.669922,2142.385834,Artec.Spider,yes
Ca_284,Cala,AU12,Chert,FALSE,0%,NA,Core,Undetermined,no,no,Bipolar,Bipolar,Bipolar,Bipolar,Flake,39.09999847,33.20000076,10.69999981,NA,NA,NA,NA,Flake,NA,NA,3,Dihedral,Dihedral,Bidirectional,Sub-parallel,2,NA,3.65420553,NA,1.17771077,3.102803865,4828.507813,2370.823319,Artec.Spider,yes
