ID,Site,Sub-layer,Raw.material,Fire,Cortex,Cortex.position,Class,Blank,Blank.technology,Technology,Preservation,Length,Width,Thickness,Platform.width,Platform.thickness,Platform.type,Platform.shape,Dorsal.thinning,Bulb,Bulbar.scars,Bulb.type,Shattered.bulb,Lip,Lip.type,Knapping.technique,Curvature,Torsion,Section,Blank.shape,Scar.pattern,Scar.Pattern.2,Distal.end,Plunging,Bladelet.negatives,Typology,Typology.new,Typology.macro,Aurignacian.retouch,Retouch.position,Dorsal.retouch.localization,Ventral.retouch.localization,left_right,unilateral_bilateral,Angle.retouch.left,Angle.retouch.right,Angle.retouch.base.apex,Retouch.type.left,Retouch.type.right,Retouch.type.base.apex,Retouch.shape.left,Retouch.shape.right,Retouch.shape.base.apex,Max.retouch.length,Bulin.spalls.negative,Torsion.simplified,Platform_ratio,Robustness,Elongation,Volume,Area,Scanner,model.3D
Ca_769,Cala,AU11,Chert,FALSE,100%,NA,Blank,Flake,Cortical,Initialization,Complete,25.20000076,24.39999962,10.10000038,14.5,6.099999905,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Rectangular,Sub-parallel,Unidirectional,Unidirectional parallel,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.377049217,2.415841455,1.032786933,NA,NA,NA,NA
Ca_770,Cala,AU11,Quartzite,FALSE,33-66%,NA,Core,Other,Other,Other,Other,55.90000153,43.79999924,21.70000076,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.018433074,1.276255765,NA,NA,NA,NA
Ca_771,Cala,AU11,Radiolarite,FALSE,33-66%,NA,Core,Other,Other,Other,Other,35.20000076,16.29999924,24.89999962,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654618453,2.15950935,6766.644531,2124.397955,Artec.Micro,yes
Ca_772,Cala,AU11,Radiolarite,FALSE,66-99%,NA,Core,Other,Other,Other,Other,31,21.89999962,13.5,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.622222194,1.415525139,NA,NA,NA,NA
Ca_773,Cala,AU11,Chert,FALSE,0%,NA,Blank,Blade,Dihedral,Initialization,Distal,NA,15.19999981,9.800000191,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Straight,0,Triangular,Convergent,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.551020359,NA,NA,NA,NA,NA
Ca_774,Cala,AU11,Radiolarite,FALSE,1-33%,Right,Blank,Blade,Semi-cortical,Semi-cortical,Proximal,NA,16.10000038,4.199999809,4.199999809,2.400000095,Plain,Oval,FALSE,FALSE,TRUE,Absent,NA,FALSE,Absent,bipolar?,Straight,NA,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.749999851,3.833333598,NA,NA,NA,NA,NA
Ca_775,Cala,AU11,Quartzite,FALSE,0%,NA,Blank,Blade,Optimal production,Optimal,Proximal,NA,18,5.400000095,4.800000191,3.200000048,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,NA,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500000037,3.333333274,NA,NA,NA,NA,NA
Ca_776,Cala,AU11,Radiolarite,FALSE,33-66%,Proximal;Right,Blank,Flake,Semi-cortical,Semi-cortical,Proximal,NA,17.70000076,6.599999905,9.300000191,3,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,NA,NA,Triangular,Sub-parallel,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.100000064,2.681818336,NA,NA,NA,NA,NA
Ca_777,Cala,AU11,Siliceous limestone,FALSE,0%,NA,Blank,Blade,Optimal production,Optimal,Mesial,NA,14.5,2.700000048,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Trapezoidal,NA,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.370370276,NA,NA,NA,NA,NA
Ca_778,Cala,AU11,Chert,FALSE,1-33%,Left,Blank,Flake,Semi-cortical,Semi-cortical,Distal,NA,16.79999924,3.299999952,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Lateral steep,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090908933,NA,NA,NA,NA,NA
Ca_779,Cala,AU11,Radiolarite,TRUE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Mesial,NA,9.600000381,4.300000191,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Lateral steep,NA,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232558129,NA,NA,NA,NA,NA
Ca_780,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Mesial,NA,7.900000095,1.700000048,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Trapezoidal,NA,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.647058749,NA,NA,NA,NA,NA
Ca_781,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Blade,Optimal production,Optimal,Mesial,NA,10.69999981,4.300000191,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Trapezoidal,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.488371938,NA,NA,NA,NA,NA
Ca_782,Cala,AU11,Quartzite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Mesial,NA,7.199999809,1.899999976,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Triangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.789473631,NA,NA,NA,NA,NA
Ca_783,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Mesial,NA,7.900000095,2.099999905,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Polyhedral,NA,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.761904978,NA,NA,NA,NA,NA
Ca_784,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Proximal,NA,7.699999809,1.799999952,1,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,NA,NA,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.999999851,4.277777785,NA,NA,NA,NA,NA
Ca_785,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Debordant,Maintenance,Complete,20.60000038,13.60000038,6.300000191,1.5,0.100000001,Linear,Linear,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,bipolar?,Straight,0,Rectangular,Sub-parallel,Unidirectional parallel + crossed,Other,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,14.99999978,2.158730154,1.514705868,NA,NA,NA,NA
Ca_786,Cala,AU11,Chert,FALSE,1-33%,Distal,Blank,Flake,Semi-cortical,Semi-cortical,Complete,17.20000076,10.69999981,1.700000048,3,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved slightly,0,Trapezoidal,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,29.99999955,6.294117358,1.607476735,NA,NA,NA,NA
Ca_787,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,13.19999981,16.89999962,2.900000095,2.200000048,0.300000012,Linear,Linear,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved intense,0,Trapezoidal,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,7.333333201,5.827585884,0.781065095,NA,NA,NA,NA
Ca_788,Cala,AU11,Chert,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,11.89999962,5.699999809,1.700000048,2,0.699999988,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,0,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.857142906,3.35294097,2.087719301,NA,NA,NA,NA
Ca_789,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,12.60000038,4.099999905,1.299999952,1.399999976,0.400000006,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Straight,0,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.499999888,3.153846196,3.073170896,NA,NA,NA,NA
Ca_790,Cala,AU11,Chert,FALSE,0%,NA,Blank,Bladelet,Crest,Initialization,Complete,17.89999962,4.199999809,3.400000095,0.800000012,0.5,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,0,Triangular,Sub-parallel,Unidirectional parallel + crossed,Other,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.600000024,1.235294027,4.261904865,NA,NA,NA,NA
Ca_791,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,13.60000038,10,2.299999952,2.5,1.399999976,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Pronounced,NA,Straight,0,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.785714316,4.347826177,1.360000038,NA,NA,NA,NA
Ca_792,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,15.30000019,11.69999981,4.699999809,1.899999976,1.100000024,Plain,Rectangular,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved,0,Trapezoidal,Convex,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.727272668,2.489361763,1.307692345,NA,NA,NA,NA
Ca_793,Cala,AU11,Unknown,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,11,4.099999905,1.100000024,1.299999952,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved slightly,0,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,12.99999933,3.72727256,2.682926892,NA,NA,NA,NA
Ca_794,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flakelet,Carinated,Optimal,Complete,10.39999962,6.900000095,1.100000024,0.200000003,0.200000003,Punctiform,Punctiform,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,1R,Flat,Comma-like,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,6.272727223,1.507246301,NA,NA,NA,NA
Ca_795,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Optimal production,Optimal,Proximal,NA,8.5,1.899999976,1.200000048,0.800000012,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,NA,NA,Trapezoidal,NA,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500000037,4.473684267,NA,NA,NA,NA,NA
Ca_796,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Mesial,NA,7.099999905,3,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Triangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.366666635,NA,NA,NA,NA,NA
Ca_797,Cala,AU11,Siliceous limestone,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Mesial,NA,5.800000191,4.5,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Triangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.288888931,NA,NA,NA,NA,NA
Ca_798,Cala,AU11,Chert,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,11.60000038,4.099999905,1.5,0.100000001,0.100000001,Punctiform,Punctiform,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved slightly,0,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,2.73333327,2.829268452,NA,NA,NA,NA
Ca_799,Cala,AU11,Chert,FALSE,1-33%,Right,Blank,Flake,Second-crest,Maintenance,Complete,18.39999962,9.300000191,3.599999905,3.400000095,2,Plain,Oval,FALSE,TRUE,TRUE,Moderate,NA,FALSE,Absent,NA,Straight,0,Lateral steep,Sub-parallel,Unidirectional parallel + crossed,Other,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.700000048,2.583333455,1.978494542,NA,NA,NA,NA
Ca_800,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Maintenance,Maintenance,Complete,17.60000038,8.399999619,2.700000048,2.099999905,1,Plain,Oval,FALSE,TRUE,FALSE,Pronounced,NA,TRUE,Moderate,NA,Curved slightly,1L,Polyhedral,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2.099999905,3.111110915,2.095238236,NA,NA,NA,NA
Ca_801,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,20.39999962,8.800000191,2.099999905,0.899999976,0.899999976,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,0,Lateral steep,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,4.190476472,2.318181725,NA,NA,NA,NA
Ca_802,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Cortical,Optimal,Complete,15.69999981,6.400000095,1.299999952,0.100000001,0.100000001,Punctiform,Punctiform,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,bipolar,Straight,0,Flat,Convergent,Crossed,Other,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,4.923077177,2.453124934,NA,NA,NA,NA
Ca_803,Cala,AU11,Chert,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,16,9.5,3.200000048,3,1.100000024,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved,1L,Polyhedral,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2.727272668,2.968749956,1.684210526,NA,NA,NA,NA
Ca_804,Cala,AU11,Chert,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,10.39999962,4.400000095,2,0.800000012,0.699999988,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,0,Lateral steep,Convergent,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.142857179,2.200000048,2.363636226,NA,NA,NA,NA
Ca_805,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Carinated,Optimal,Complete,8.399999619,4,1.100000024,2.200000048,0.800000012,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Pronounced,NA,Curved slightly,0,Triangular,Convergent,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.750000019,3.636363558,2.099999905,NA,NA,NA,NA
Ca_806,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Lateral,Maintenance,Complete,25.89999962,19.20000076,2.599999905,2.200000048,0.800000012,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved,0,Trapezoidal,Comma-like,Unidirectional parallel,Unidirectional parallel,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.750000019,7.384615949,1.34895826,NA,NA,NA,NA
Ca_807,Cala,AU11,Chert,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,21,9.5,2.599999905,2.700000048,1,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Straight,0,Trapezoidal,Convergent,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.700000048,3.653846288,2.210526316,NA,NA,NA,NA
Ca_808,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Cortical,Optimal,Complete,21.29999924,9.300000191,2.599999905,0.100000001,0.100000001,Punctiform,Punctiform,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,bipolar,Straight,0,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,3.576923281,2.290322452,NA,NA,NA,NA
Ca_809,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,25.39999962,10.60000038,2.700000048,0.100000001,0.100000001,Punctiform,Punctiform,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,bipolar?,Straight,1R,Lateral steep,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,3.925925998,2.396226293,NA,NA,NA,NA
Ca_810,Cala,AU11,Chert,TRUE,0%,NA,Blank,Flakelet,Carinated,Optimal,Complete,12,8.100000381,1.399999976,0.899999976,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved,0,Trapezoidal,Convex,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,8.999999627,5.785714657,1.481481412,NA,NA,NA,NA
Ca_811,Cala,AU11,Radiolarite,TRUE,0%,NA,Blank,Flake,Maintenance flaking surface/flank,Maintenance,Complete,11,19,6.599999905,2.400000095,1.700000048,Plain,Triangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Lateral steep,Irregular,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.411764722,2.87878792,0.578947368,NA,NA,NA,NA
Ca_812,Cala,AU11,Limestone,FALSE,0%,NA,Blank,Blade,Optimal production,Optimal,Complete,46.40000153,21,8.9,5,2.900000095,Plain,Oval,FALSE,TRUE,FALSE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.724137874,0.235955056,2.209523882,NA,NA,NA,NA
Ca_813,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Second-crest,Maintenance,Complete,29.20000076,11.30000019,3.299999952,2.299999952,0.600000024,Plain,Rectangular,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved intense,2L,Trapezoidal,Irregular,Unidirectional parallel + crossed,Other,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,3.833333102,3.424242532,2.58407082,NA,NA,NA,NA
Ca_814,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,14.39999962,7.400000095,1.600000024,1,0.400000006,Plain,Oval,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Curved intense,2L,Polyhedral,Comma-like,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2.499999963,4.624999991,1.945945869,NA,NA,NA,NA
Ca_815,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,16.70000076,7.199999809,1.5,1.5,0.100000001,Linear,Linear,FALSE,FALSE,FALSE,Absent,NA,TRUE,Moderate,NA,Straight,1R,Trapezoidal,Convergent,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,14.99999978,4.799999873,2.319444612,NA,NA,NA,NA
Ca_816,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Maintenance carinated,Maintenance,Complete,13.89999962,15.10000038,1.799999952,1.100000024,0.800000012,Plain,Triangular,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Pronounced,NA,Curved,0,Flat,Comma-like,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.375000009,8.388889323,0.920529753,NA,NA,NA,NA
Ca_817,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Bladelet,Optimal production,Optimal,Complete,22.70000076,3.599999905,1.399999976,NA,NA,Smashed,Undetermined,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Curved,0,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,2.571428547,6.305555935,NA,NA,NA,NA
Ca_818,Cala,AU11,Radiolarite,FALSE,0%,NA,Blank,Flake,Optimal production,Optimal,Complete,23.5,12.80000019,4.199999809,9.300000191,4.099999905,Cortical,Triangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Lateral steep,Sub-parallel,Unidirectional,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.268292782,3.047619231,1.835937473,NA,NA,NA,NA
