ID,Site,Sub-layer,Raw.material,Fire,Cortex,Cortex.position,Class,Blank,Blank.technology,Technology,Preservation,Length,Width,Thickness,Platform.width,Platform.thickness,Platform.type,Platform.shape,Dorsal.thinning,Bulb,Bulbar.scars,Bulb.type,Shattered.bulb,Lip,Lip.type,Knapping.technique,Curvature,Torsion,Section,Blank.shape,Scar.pattern,Scar.Pattern.2,Distal.end,Plunging,Bladelet.negatives,Typology,Typology.new,Typology.macro,Aurignacian.retouch,Retouch.position,Dorsal.retouch.localization,Ventral.retouch.localization,left_right,unilateral_bilateral,Angle.retouch.left,Angle.retouch.right,Angle.retouch.base.apex,Retouch.type.left,Retouch.type.right,Retouch.type.base.apex,Retouch.shape.left,Retouch.shape.right,Retouch.shape.base.apex,Max.retouch.length,Bulin.spalls.negative,Torsion.simplified,Platform_ratio,Robustness,Elongation,Volume,Area,Scanner,model.3D
Ca_405,Cala,AU11,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Mesial,23.29999924,12.39999962,18.20000076,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Lateral steep,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Burin on prepared platform single,Burin,Burin,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681318632,1.879032254,1970.54541,1103.507208,Artec.Spider,yes
Ca_406,Cala,AU12,Chert,FALSE,66-99%,Left;Middle,Tool,Flake,Cortical,Initialization,Complete,23,14.5,35.70000076,3,2.799999952,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Burin on prepared platform single,Burin,Burin,no,Direct,Distal,NA,NA,NA,NA,NA,Thin 30° - 60°,NA,NA,Marginal,NA,NA,Concav,2,NA,NA,1.07142859,0.406162456,1.586206897,4905.21875,2014.323635,Artec.Spider,yes
Ca_407,Cala,AU12,Radiolarite,FALSE,0%,NA,Tool,Blade,Optimal production,Optimal,Mesial,27.10000038,20.89999962,9.5,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Trapezoidal,NA,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,Burin on breakage,Burin,Burin,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frontal multiple,NA,NA,2.19999996,1.29665076,1718.432373,1114.49446,Artec.Spider,yes
Ca_408,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Proximal,28.70000076,11.39999962,7.199999809,NA,NA,Undetermined,Undetermined,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Trapezoidal,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Burin on prepared platform single,Burin,Burin,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frontal single,NA,NA,1.583333322,2.517544011,1061.706055,766.1151752,Artec.Spider,yes
Ca_409,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Distal,24.79999924,17.89999962,9.699999809,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Straight,NA,Rectangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Burin on breakage,Burin,Burin,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frontal multiple,NA,NA,1.845360822,1.385474847,1788.859497,985.9086379,Artec.Spider,yes
Ca_410,Cala,AU11,Radiolarite,FALSE,0%,NA,Tool,Flake,Undetermined,Undetermined,Undetermined,21.20000076,16.29999924,11.30000019,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Rectangular,NA,NA,NA,NA,FALSE,FALSE,Burin multiple,Burin,Burin,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ventral double,NA,NA,1.442477784,1.300613605,1383.870483,902.1568375,Artec.Spider,yes
Ca_411,Cala,AU12,Chert,FALSE,1-33%,Proximal,Tool,Flake,Tablet,Maintenance,Complete,32.90000153,22.10000038,8.699999809,3.099999905,3,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Rectangular,Irregular,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,Burin multiple;Undetermined retouched piece,Burin,Burin,no,Direct,Proximal,NA,NA,NA,NA,NA,NA,NA,NA,Lamellar,NA,NA,NA,NA,2 Frontal single opposed,no,1.033333302,2.540229985,1.488687826,2558.165039,1319.78863,Artec.Spider,yes
Ca_412,Cala,AU12,Radiolarite,FALSE,33-66%,NA,Core-Tool,Other,Other,Other,Other,25.39999962,10.39999962,11.89999962,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Burin multiple,Burin multiple,Burin,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873949576,2.442307745,1556.019287,930.4657426,Artec.Spider,yes
Ca_413,Cala,AU12,Radiolarite,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Complete,33.09999847,33.59999847,14.69999981,28.10000038,14.89999962,Plain,Triangular,FALSE,TRUE,FALSE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,Convergent,Centripetal,Other,Convex,FALSE,FALSE,Flake retouched;Scraper,Flake retouched,Flake retouched,no,Direct,Continuous right,NA,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform;Stepped,NA,NA,Straight,NA,7.599999905,NA,no,1.885906114,2.285714212,0.985119047,NA,NA,NA,NA
Ca_414,Cala,AU11,Siliceous limestone,FALSE,33-66%,Middle,Tool,Flake,Semi-cortical,Semi-cortical,Complete,18.29999924,25.70000076,7.900000095,7,4.199999809,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,NA,Unidirectional,Unidirectional parallel,Irregular,FALSE,FALSE,Flake retouched slighlty,Flake retouched,Flake retouched,no,Direct,Distal;Distal right,NA,NA,NA,NA,NA,NA,NA,NA,Denticulated;Stepped,NA,NA,NA,NA,NA,no,1.666666742,3.253164614,0.712062206,NA,NA,NA,NA
Ca_415,Cala,AU12,Radiolarite,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Undetermined,26.5,14.10000038,4.099999905,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Straight,NA,Trapezoidal,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous right;Distal,NA,NA,NA,NA,NA,NA,NA,Stepped,Stepped,NA,NA,NA,3,NA,NA,NA,3.439024563,1.879432573,NA,NA,NA,NA
Ca_416,Cala,AU11,Chert,FALSE,0%,NA,Tool,Blade,Optimal production,Optimal,Distal,30,17.89999962,5.800000191,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Straight,0,Triangular,NA,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,Blade with lateral retouch,Blade retouched,Blade retouched,no,Direct,Continuous bilateral,NA,NA,NA,Thin 30° - 60°,Thin 30° - 60°,NA,Marginal,Stepped,NA,NA,NA,NA,1.700000048,NA,no,NA,3.086206729,1.675977689,NA,NA,NA,NA
Ca_417,Cala,AU12,Siliceous limestone,FALSE,33-66%,Distal,Tool,Flake,Semi-cortical,Semi-cortical,Complete,73.5,45.90000153,15.19999981,8.899999619,4.599999905,Plain,Irregular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved,0,Trapezoidal,Convex,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,Flake retouched;Scraper,Flake retouched,Flake retouched,no,Direct,Mesial right;Proximal right,NA,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform;Stepped,NA,NA,NA,NA,4,NA,no,1.934782566,3.01973698,1.601307136,20273.87305,6013.885422,Artec.Spider,yes
Ca_418,Cala,AU12,Chert,FALSE,100%,NA,Tool,Flake,Cortical,Initialization,Complete,46.70000076,24,10,8,3.700000048,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved,1L,NA,NA,NA,NA,Convex,FALSE,FALSE,Flake retouched;Scraper,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,NA,NA,NA,Lamellar,NA,NA,NA,NA,NA,5,NA,yes,2.162162134,2.4,1.945833365,5416.212402,2279.773202,Artec.Spider,yes
Ca_419,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Proximal,28.79999924,32.90000153,8,17.7,7.2,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,NA,NA,NA,Stepped,NA,NA,NA,NA,NA,3.900000095,NA,no,2.458333333,4.112500191,0.875379875,NA,NA,NA,NA
Ca_420,Cala,AU12,Radiolarite,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Mesial,NA,25.70000076,9,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Curved,NA,Rectangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,NA,NA,NA,Lamellar,NA,NA,NA,NA,NA,5.599999905,NA,NA,NA,2.85555564,NA,NA,NA,NA,NA
Ca_421,Cala,AU12,Radiolarite,FALSE,0%,NA,Tool,Flake,Laminar,Optimal,Complete,44.59999847,25.29999924,7,10,7,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Thin 30° - 60°,NA,NA,Stepped,NA,NA,NA,NA,NA,4.800000191,NA,no,1.428571429,3.614285605,1.762845843,NA,NA,NA,NA
Ca_422,Cala,AU12,Radiolarite,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Complete,34.70000076,24.39999962,10.60000038,4,0.300000012,Linear,Linear,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved slightly,0,Trapezoidal,Convex,Bidirectional,Bidirectional,Convex,FALSE,FALSE,Flake retouched;Scraper,Flake retouched,Flake retouched,no,Direct,Continuous bilateral,NA,NA,NA,NA,NA,NA,Marginal,Marginal;Stepped,NA,NA,NA,NA,3.599999905,NA,no,13.3333328,2.301886674,1.422131201,NA,NA,NA,NA
Ca_423,Cala,AU12,Chert,FALSE,100%,100%,Tool,Flake,Cortical,Initialization,Complete,32.59999847,22.79999924,6.599999905,NA,NA,Absent,NA,FALSE,TRUE,FALSE,Pronounced,Concave,FALSE,Absent,bipolar,Straight,0,Flat,Convergent,NA,NA,Pointed,FALSE,FALSE,Flake retouched;Scraper,Flake retouched,Flake retouched,no,Direct,Continuous right,NA,NA,NA,NA,Thin 30° - 60°,NA,NA,Stepped,NA,NA,Oblique,NA,4.300000191,NA,no,NA,3.454545389,1.429824542,2216.241211,1307.561068,Artec.Spider,yes
Ca_424,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Proximal,NA,31,11.30000019,10.5,7.099999905,Plain,Irregular,FALSE,TRUE,TRUE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Inverse,NA,Continuous left,NA,NA,Thin 30° - 60°,NA,NA,Stepped,NA,NA,Irregular,NA,NA,5.5,NA,no,1.478873259,2.743362786,NA,NA,NA,NA,NA
Ca_425,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Proximal,NA,22.60000038,7,8.899999619,4.400000095,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,NA,NA,Triangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform,NA,NA,NA,NA,NA,3,NA,NA,2.022727142,3.228571483,NA,NA,NA,NA,NA
Ca_426,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Proximal,NA,21.20000076,4.599999905,4,2.200000048,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,NA,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous bilateral,NA,NA,NA,NA,NA,NA,Stepped,Stepped,NA,NA,NA,NA,2.900000095,NA,NA,1.818181779,4.608695914,NA,NA,NA,NA,NA
Ca_427,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Proximal,NA,20.89999962,7.300000191,9,4.800000191,Plain,Triangular,FALSE,TRUE,TRUE,Moderate,NA,FALSE,Absent,NA,NA,NA,Trapezoidal,NA,Unidirectional parallel + crossed,Other,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous bilateral,NA,NA,NA,NA,NA,NA,Marginal,Marginal,NA,NA,NA,NA,1.399999976,NA,NA,1.874999925,2.863013572,NA,NA,NA,NA,NA
Ca_428,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Distal,NA,24.10000038,3.599999905,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Flat,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform,NA,NA,NA,NA,NA,2.400000095,NA,NA,NA,6.694444728,NA,NA,NA,NA,NA
Ca_429,Cala,AU12,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Mesial,NA,19.60000038,5.5,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Lateral steep,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Inverse,NA,Continuous right,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform,NA,NA,NA,NA,2.599999905,NA,NA,NA,3.563636433,NA,NA,NA,NA,NA
Ca_430,Cala,AU12,Radiolarite,FALSE,1-33%,Left,Tool,Flake,Semi-cortical,Semi-cortical,Mesial,NA,20,9.300000191,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Lateral steep,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous right,NA,NA,NA,NA,Thin 30° - 60°,NA,NA,Lamellar,NA,NA,Straight,NA,3.099999905,NA,NA,NA,2.15053759,NA,NA,NA,NA,NA
Ca_431,Cala,AU12,Radiolarite,FALSE,0%,NA,Tool,Flake,Dihedral,Initialization,Proximal,NA,20,14.19999981,12.5,8.399999619,Cortical,Rectangular,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Triangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Direct,Continuous right,NA,NA,NA,NA,Semi-steep 60° - 80°,NA,NA,Stepped,NA,NA,NA,NA,6.099999905,NA,NA,1.488095306,1.408450723,NA,NA,NA,NA,NA
Ca_432,Cala,AU12,Chert,FALSE,1-33%,Left,Tool,Flake,Debordant,Maintenance,Complete,37.79999924,25,10.30000019,NA,NA,Undetermined,Undetermined,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Straight,0,Lateral steep,NA,Bidirectional,Bidirectional,Convex,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Direct,Continuous right,NA,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform;Stepped,NA,NA,Convex,NA,0.100000001,NA,no,NA,2.427184421,1.511999969,3963.174561,1814.279341,Artec.Spider,yes
Ca_433,Cala,AU12,Chert,FALSE,1-33%,Distal,Tool,Flake,Maintenance,Maintenance,Complete,60.5,43.70000076,16.89999962,18.5,8.300000191,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved intense,0,Polyhedral,Convex,Unidirectional convergent,Unidirectional convergent,Convex,TRUE,FALSE,Flake retouched slighlty,Flake retouched,Flake retouched,no,Direct,Proximal right,NA,NA,NA,NA,NA,NA,NA,Marginal,NA,NA,NA,NA,0.699999988,NA,no,2.228915611,2.58579892,1.384439335,16367.58105,5135.282407,Artec.Spider,yes
Ca_434,Cala,AU13,Radiolarite,FALSE,0%,NA,Tool,Flake,Cortical,Optimal,Proximal,27.5,27,6.099999905,NA,NA,Absent,NA,FALSE,TRUE,TRUE,Moderate,yes,FALSE,Absent,bipolar,Straight,0,Trapezoidal,Sub-parallel,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Sporadic,Continuous left,NA,NA,NA,Thin 30° - 60°,NA,NA,Lamellar;Scalariform,NA,NA,NA,NA,NA,5.199999809,NA,no,NA,4.426229577,1.018518519,1701.425049,1449.021876,Artec.Spider,yes
Ca_435,Cala,AU13,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Complete,46.79999924,32.5,12.5,9.899999619,8.899999619,Plain,Oval,FALSE,TRUE,FALSE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Semi-steep 60° - 80°,NA,NA,Stepped,NA,NA,NA,NA,NA,3.5,NA,no,1.112359555,2.6,1.439999977,NA,NA,NA,NA
Ca_436,Cala,AU13,Radiolarite,FALSE,66-99%,Middle;Proximal;Right,Tool,Flake,Cortical,Initialization,Complete,41.09999847,30.79999924,10.80000019,8,4.900000095,Cortical,Rectangular,FALSE,TRUE,FALSE,Pronounced,NA,FALSE,Absent,NA,Straight,0,Trapezoidal,NA,NA,NA,Convex,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Semi-steep 60° - 80°,NA,NA,Lamellar,NA,NA,Convex,NA,NA,8,NA,no,1.632653029,2.851851731,1.334415568,5579.08252,2449.439335,Artec.Spider,yes
Ca_437,Cala,AU13,Radiolarite,FALSE,33-66%,Right,Tool,Flake,Semi-cortical,Semi-cortical,Proximal,NA,28.89999962,12.30000019,10,4.5,Cortical,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Lateral steep,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform;Stepped,NA,NA,Convex,NA,NA,9.699999809,NA,no,2.222222222,2.349593428,NA,NA,NA,NA,NA
Ca_438,Cala,AU13,Radiolarite,FALSE,100%,100%,Tool,Flake,Cortical,Initialization,Proximal,NA,27,4.400000095,NA,NA,Absent,NA,FALSE,FALSE,FALSE,Absent,yes,FALSE,Absent,bipolar,NA,NA,Flat,NA,NA,NA,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,NA,NA,NA,NA,NA,NA,NA,Stepped,NA,NA,NA,NA,NA,4.699999809,NA,NA,NA,6.136363503,NA,NA,NA,NA,NA
Ca_439,Cala,AU13,Chert,FALSE,0%,NA,Tool,Flake,Cortical,Optimal,Proximal,NA,25.39999962,10.30000019,NA,NA,Smashed,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,bipolar,Straight,NA,Rectangular,NA,Bidirectional,Bidirectional,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Inverse,NA,Continuous left,NA,NA,Semi-steep 60° - 80°,NA,NA,Stepped,NA,NA,NA,NA,NA,6.5,NA,NA,NA,2.466019335,NA,NA,NA,NA,NA
Ca_440,Cala,AU13,Radiolarite,TRUE,1-33%,Right,Tool,Flake,Semi-cortical,Semi-cortical,Proximal,NA,19.10000038,6.199999809,NA,NA,Cortical,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,NA,Lateral steep,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Semi-steep 60° - 80°,NA,NA,Stepped,NA,NA,NA,NA,NA,4.199999809,NA,NA,NA,3.080645318,NA,NA,NA,NA,NA
Ca_441,Cala,AU13,Radiolarite,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Complete,28.60000038,38.59999847,5.199999809,3.5,1.399999976,Plain,Rectangular,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Straight,0,Flat,Irregular,Centripetal,Other,Straight,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Distal,NA,NA,NA,NA,NA,NA,NA,NA,Stepped,NA,NA,NA,3.299999952,NA,no,2.500000043,7.423076902,0.740932682,NA,NA,NA,NA
Ca_442,Cala,AU13,Radiolarite,TRUE,0%,NA,Tool,Flake,Laminar,Optimal,Mesial,NA,20.39999962,6.800000191,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Rectangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous right,NA,NA,NA,NA,Semi-steep 60° - 80°,NA,NA,Stepped,NA,NA,NA,NA,6.5,NA,NA,NA,2.99999986,NA,NA,NA,NA,NA
Ca_443,Cala,AU13,Radiolarite,FALSE,1-33%,Proximal,Tool,Flake,Cortical,Semi-cortical,Complete,34.5,18.39999962,11.89999962,11.19999981,4.900000095,Cortical,Rectangular,FALSE,FALSE,TRUE,Absent,NA,FALSE,Absent,bipolar,Curved slightly,0,Triangular,Irregular,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Semi-steep 60° - 80°,NA,NA,Lamellar;Stepped,NA,NA,Concav,NA,NA,10,NA,no,2.285714202,1.546218505,1.875000039,NA,NA,NA,NA
Ca_444,Cala,AU13,Radiolarite,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Complete,34.79999924,27.39999962,4.900000095,4,1.600000024,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,FALSE,Absent,NA,Curved slightly,0,Flat,Irregular,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Distal,NA,NA,NA,NA,NA,NA,NA,NA,Stepped,NA,NA,NA,4,NA,no,2.499999963,5.591836548,1.270072983,NA,NA,NA,NA
Ca_445,Cala,AU13,Chert,FALSE,0%,NA,Tool,Flake,Optimal production,Optimal,Distal,NA,20.89999962,5.199999809,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,Straight,NA,Trapezoidal,NA,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,Scraper,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Thin 30° - 60°,NA,NA,Scalariform,NA,NA,NA,NA,NA,3,NA,NA,NA,4.019230843,NA,NA,NA,NA,NA
Ca_446,Cala,AU13,Radiolarite,FALSE,0%,NA,Tool,Flake,Maintenance,Maintenance,Complete,18,35,10.10000038,4.199999809,2.5,Plain,Oval,FALSE,TRUE,FALSE,Pronounced,NA,FALSE,Absent,NA,Curved,0,Rectangular,Irregular,Crossed,Other,Straight,TRUE,FALSE,Flake retouched,Flake retouched,Flake retouched,no,Direct,Continuous left,NA,NA,NA,Flat <30°,NA,NA,Scalariform,NA,NA,NA,NA,NA,5,NA,no,1.679999924,3.465346404,0.514285714,NA,NA,NA,NA
Ca_447,Cala,AU11,Radiolarite,TRUE,66-99%,NA,Core,Other,Other,Other,Other,40.70000076,32.20000076,16.79999924,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916666799,1.263975149,8369.113281,2509.428869,Artec.Spider,yes
Ca_448,Cala,AU13,Chert,FALSE,33-66%,NA,Core-Tool,Other,Other,Other,Other,24.29999924,23.20000076,20.10000038,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Rabot,Rabot,Rabot,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.154228872,1.047413726,12040.91602,3354.267561,Artec.Spider,yes
Ca_449,Cala,AU10,Chert,TRUE,0%,NA,Core-Tool,Flake,Optimal production,Optimal,Distal,13.89999962,33,32.40000153,NA,NA,NA,NA,FALSE,FALSE,FALSE,Absent,NA,FALSE,Absent,NA,NA,NA,Rectangular,NA,Unidirectional,Unidirectional parallel,NA,FALSE,FALSE,Endscraper carinated;Flake retouched,Composite tool,Composite tool,no,Direct,Proximal,NA,NA,NA,NA,NA,NA,NA,NA,Stepped,NA,NA,NA,NA,NA,NA,NA,1.018518471,0.42121211,5770.73291,2245.931008,Artec.Spider,yes
Ca_450,Cala,AU11,Chert,TRUE,66-99%,Distal;Middle,Blank,Blade,Lateral,Maintenance,Complete,63,28.70000076,13.5,5.900000095,3.099999905,Plain,Oval,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Pronounced,NA,Curved slightly,1L,Triangular,Comma-like,Bidirectional,Bidirectional,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1.903225896,2.125925982,2.195121893,8172.747559,3324.978466,Artec.Spider,yes
Ca_451,Cala,AU13,Radiolarite,FALSE,1-33%,Distal,Blank,Blade,Maintenance,Maintenance,Complete,52.90000153,14.89999962,4.300000191,2.400000095,1.700000048,Plain,Triangular,FALSE,TRUE,FALSE,Moderate,NA,TRUE,Moderate,NA,Curved intense,0,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1.411764722,3.465116037,3.550335764,1980.639038,1656.751249,Artec.Spider,yes
